,comment,date
1368,"actually the height gap is of 40cm, not 30","Mar 6, 2017"
1369,cute!❤,"Mar 6, 2017"
1370,Her boobies tho xD,"Mar 6, 2017"
1371,it's so funny how you're only like 1 or 2 inches taller than me (5'0 ft)in imperial terms but i'm still like 152 and a half cm in metric terms ^^;,"Mar 6, 2017"
1372,"Oh my gosh! I feel this so hard, my boyfriend and I have 28cm between us and it's a hilarious struggle!! #RELATABLE","Mar 6, 2017"
1373,"Psssh. I know someone that's 6'8""!","Mar 6, 2017"
1374,Just saw this and remembered the height difference between my boyfriend and me.. 155cm and 205cm can feel like completely different dimensions..,"Mar 6, 2017"
1375,OMG ITS BACK,"Mar 6, 2017"
1376,This comic is also basically my relationship in comic form. My bf and I also have about the same height difference. And we're both needy. ,"Mar 6, 2017"
1377,OOOO I AN ASAIN AND I AM SHORT XD,"Mar 6, 2017"
1378,I love how they draw the boobs,"Mar 6, 2017"
1379,It's like Jared Padalecki being taller like that,"Mar 6, 2017"
1380,My husband is about that tall xD and super nerdy with a splash of geek 💕,"Mar 6, 2017"
1381,GOD DAMN I'M 15 AND ONLY 153-155CM WITH A SHOE SIZE THAT CAN VARY FROM 2-4,"Mar 6, 2017"
1382,Hey I'm that tall too ,"Mar 6, 2017"
1383,"actually the height gap is of 40cm, not 30","Mar 6, 2017"
1384,cute!❤,"Mar 6, 2017"
1385,Her boobies tho xD,"Mar 6, 2017"
1386,Same like me! Mine 150cm his is 180cm hahaa,"Mar 6, 2017"
1387,Lol after reading this I converted my height 6'10 = 208cm,"Mar 6, 2017"
1388,"im 5""5 and my friend is 6""1... Wanna know the sad part?He is younger than me","Mar 6, 2017"
1389,yeayyyy. bought ur book and now on webtoons. im happy!!,"Mar 6, 2017"
1390,Congrats author fishballll finally you made it !!! im happy for you congrats again ahahah and i know you might be a malaysian hehe,"Mar 6, 2017"
1391,"I didn't know that ppl would reach 199cm.Wow, if he was my boyfriend he wouldn't even see me since I'm 155 cm. 🤦🏻‍♀️","Mar 6, 2017"
1392,Wait she as tall as me XD,"Mar 6, 2017"
1393,"I feel on the height so much! I'm 5' 3"" and my boyfriend is almost 6' 2""! He's also incredibly nerdy. I feel I am gonna relate to this so much.","Mar 6, 2017"
1394,"I feel that short person vibe with my bf. I'm 4'9"", he's 6'2"". ","Mar 6, 2017"
1395,one moment his bf is slim and another moment he gets erm.. outta shape... 😅😂okay I had the same problem w. my ex.. I'm 163cm and my ex was 186cm... so I can relate 😑😂😂,"Mar 6, 2017"
1396,my brother is 199 cm,"Mar 6, 2017"
1397,haha my case! I have 205cm and my girlfriend has 158cm hahaha,"Mar 6, 2017"
1398,"When your boyfriend is 6'7"" and you're only 5' so this webtoon is #RELATABLE af","Mar 6, 2017"
1399,wow he's tall as my uncle,"Mar 6, 2017"
1400,OH MY GOD THIS IS IN FEATURED IM SCREAMING RIGHT NOW CONGRATULATIONS GUYS YOU DESERVE IT,"Mar 6, 2017"
1401,Who else from Discover?,"Mar 6, 2017"
1402,"I can relate to that, my boyfriend  is 1,95 tall ","Mar 6, 2017"
1403,"The theme kind of reminds me of the manga ""I Can't Understand What My Husband Is Saying"" :)","Mar 6, 2017"
1404,CONGRATULATIONS FROM BEING FEATURED!!! I ACTUALLY WAS SHOCKED WHY THEY ARE LESSER CHAPTERS THAN NORMAL 😅,"Mar 6, 2017"
1405,CONGRATULATIONS FROM BEING FEATURED! XD kinda sad that the Chinese fonts are gone lol,"Mar 6, 2017"
1406,OMGGGGG YASSSSS FEATUREDDDD CONGRATSSSSSS WOOP WOOP ,"Mar 6, 2017"
1407,OLD READERS HANDS UP 🙋🙋🙋🙋,"Mar 6, 2017"
1408,Congrats for being an official webtoon!!,"Mar 6, 2017"
1409,Oh it's here! So that was why I couldn't search it in the discover section,"Mar 6, 2017"
1410,all i can think about is Baekhyun & Chanyeol,"Mar 6, 2017"
1411,"I had a to subscribe, I am also 6'6. my wife is 5'.5 I can't wait to show this to her.","Mar 6, 2017"
1412,-,-
1413,"But......what about the other one? There is another ""My Giant Nerd Boyfriend"". I am confused here. 😱😱😱","Mar 6, 2017"
1414,"Yeeeeees, it has been featured! I love this comic! 😃 💜 ","Mar 6, 2017"
1415,CONGRAAAATS,"Mar 6, 2017"
1416,OMG! You guys are finally official! I'm so excited! Congrats and hope to see some funny episodes like always!😊😊,"Mar 5, 2017"
1417,I remember reading this on discover. Congratulations to author!,"Mar 5, 2017"
1418,OMG I looked at the chapters and I was like I read all of it till date thinking wow new chapters.. && yeahhh CONGRATULATIONS!,"Mar 5, 2017"
1419,Look at the last picture....the guy got bigger boobs then her too.,"Mar 5, 2017"
1420,"i'm a nerd, i'm 197 cm... only that part about having a girlfriend is missing...","Mar 5, 2017"
1421,Wow.... And im just here with my 152 cm... :'( ,"Mar 5, 2017"
1422,my soul is ready to receive this pleasant gift of a webtoon i have readied my 'aww' machine,"Mar 5, 2017"
1423,OMIGOSH! DID THIS GET FEATURED?! I'M SO HAPPY! I LOVE THIS WEBTOON! THIS WEBTOON IS LIKE EXAMPLE A. OF RELATIONSHIP GOALS! (at least for me that is 😅) CONGRATS ON GETTING FEATURED! (i still can't believe i forgot about it),"Mar 5, 2017"
1424,I love this. I spent the entirety of today sobbing over python code and this was exactly the kind of pick me up that I needed.I'm short af (155cm) so maybe this will be me in the future cuz right now I'm single af... ,"Mar 5, 2017"
1425,seeing your comic in featured webtoons makes me happy ^.^,"Mar 5, 2017"
1426,Well Iam asian but my height is 166cm but Iam still in middle school.,"Mar 5, 2017"
1427,I was like why are they recommending me this do they know I'm single 😰,"Mar 5, 2017"
1428,its you! finally you re on webtoon! i've been reading all of your comics before on facebook! so happy about it! 😇😇😇,"Mar 5, 2017"
1429,ur MALAYSIAN? wahh..bangganye.. XD ,"Mar 5, 2017"
1430,I'm 158! And asian! Yet people still call me shortie 😭,"Mar 5, 2017"
1431,I relate to this on spiritual level,"Mar 5, 2017"
1432,"Congrats on signing with Webtoon, Fishball! ","Mar 5, 2017"
1433,"Hm, I never thought that I was short (I'm American), but I'm also about 158 cm or 5ft 2in","Mar 5, 2017"
1434,"After seeing the notification I thought, 'Now what's this about?' but after reading thru it anyways, I actually liked it and subscribed immediately!!","Mar 5, 2017"
1435,I ship it already >3<,"Mar 5, 2017"
1436,bhahahahah.. this just like me and my ex bf 😂😂😂,"Mar 5, 2017"
1437,He's my height. I like this already. can't wait to read more. Finally.  The super tall are represented!,"Mar 5, 2017"
1438,CONGRATSSSS FOR OFFICIAL!!! 🎉,"Mar 5, 2017"
1439,Those man boobs though... ,"Mar 5, 2017"
1440,"I am 6'7"" myself and instantly appreciate this comic. Subscribed!","Mar 5, 2017"
1441,"Anyone else thinking of Gajeel and Levy from Fairy Tail? Just me? Okay, I'll just show myself out then. Buh-bye.","Mar 5, 2017"
1442,"Everybody who followed this before go, WOOOOOOO!","Mar 5, 2017"
1443,"in real life .. I hate people who's tall dating people they have to bend over to kiss, but in fiction? I don't mind it . (P.S. I hate it because I'm a salty lonely tall bish .. sad life.)","Mar 5, 2017"
1444,My gf and I are just the opposite. She's thin and tall and I'm buff and short. I wonder if there's a comic like that...?,"Mar 5, 2017"
1445,"I'm only 4""9 imagine me compared to him ","Mar 5, 2017"
1446,You're a Malaysian ? Yeayyy helloooo😄,"Mar 5, 2017"
1447,he is super tall,"Mar 5, 2017"
1448,anyone else notice that her boob is totally out of wack or is it just me? 😐,"Mar 5, 2017"
1449,no way He really is Giant after all2 maters tall ¡!¡!¡! 😲,"Mar 5, 2017"
1450,"I'm 6'10"" and also a giant nerd, finally something out can relate to. ","Mar 5, 2017"
1451,鱼丸。（y) ,"Mar 5, 2017"
1452,"Aww.... she's 5'1"" and he's like 6'6"" that's such a cute size ratio. ","Mar 5, 2017"
1453,haha funny cuz my girl tall I feal your pain,"Mar 5, 2017"
1454,im 5'7 I mean thats like a foot taller than me,"Mar 5, 2017"
1455,what is up with yer nub tits,"Mar 5, 2017"
1456,"As someone who is 195cm tall ""6 foot 5"" I can relate, all of my exes I was at least a foot or taller than all of them.","Mar 5, 2017"
1457,I like the this all ready really funny,"Mar 5, 2017"
1458,"holy crap that's tall, I'm 5'7 and my guy friends is 6'1, next to him I feel small, but im not short by American standards!😶","Mar 5, 2017"
1459,"I wish I was that tall, then I would be considered a tall girlfriend nerd ;) ","Mar 5, 2017"
1460,I'm 162 centimeters tall as a dude. I feel you author 😂😭,"Mar 5, 2017"
1461,tall people 👌👌😍😍,"Mar 5, 2017"
1462,ommahgawd!! yo this is so adorable!! you got a new reader❤❤,"Mar 5, 2017"
1463,congrats on getting featured!!! Love this comic 😄😄 ,"Mar 5, 2017"
1464,IVE READ ONE COMIC AND I LOVE IT ALREAY,"Mar 5, 2017"
1465,👏👏👏,"Mar 5, 2017"
1466,This is great! congratulations on gettin featured! ,"Mar 5, 2017"
1467,"""Its not that I'm short....."" that's what we all say XD","Mar 5, 2017"
1468,That last panel is just how my ridiculously tall brother acts lol,"Mar 5, 2017"
1469,I had to look. My boyfriend is a tall nerd so I relate.,"Mar 5, 2017"
1470,I'm interested :3,"Mar 5, 2017"
1471,*Notification noise* I've got to sleep... *See new release* uahhhhhhhhhhh YESSSSSSSSSS,"Mar 5, 2017"
1472,#relatable When you have to look up to talk to your friends.;-;,"Mar 5, 2017"
1473,I love being Asian... all the tall people :) {it's daunting},"Mar 5, 2017"
1474,i feel you author,"Mar 5, 2017"
1475,"My God when I got a notification saying #relationshipgoals from webtoons, I thought they we're trying to tell me I'm single af like excuse you until I realized it was for a new comic ","Mar 5, 2017"
